id,name,lat,lon,idname
VDA,Ovda,29.940278,34.935833,VDA (Ovda)
MRZ,Moree,-29.498889,149.844722,MRZ (Moree)
VDC,Vitória da Conquista,-14.862778,-40.863056,VDC (Vitória da Conquista)
MRY,Monterey Regional,36.586944,-121.84306,MRY (Monterey Regional)
VDE,El Hierro,27.814722,-17.886944,VDE (El Hierro)
EBU,Saint-Étienne–Bouthéon,45.534167,4.297222,EBU (Saint-Étienne–Bouthéon)
VDH,Dong Hoi,17.515278,106.590833,VDH (Dong Hoi)
VDM,Gobernador Edgardo Castello,-40.870278,-62.996667,VDM (Gobernador Edgardo Castello)
VDS,Vadsø,70.064444,29.8375,VDS (Vadsø)
MSJ,Misawa,40.703333,141.368333,MSJ (Misawa)
MSL,Northwest Alabama Regional,34.746389,-87.61,MSL (Northwest Alabama Regional)
MSO,Missoula International,46.916389,-114.09056,MSO (Missoula International)
MSN,Dane County Regional,43.139722,-89.3375,MSN (Dane County Regional)
MSQ,Minsk National,53.8825,28.030833,MSQ (Minsk National)
ECI,Costa Esmeralda,11.4275,-86.033333,ECI (Costa Esmeralda)
MSP,Minneapolis–Saint Paul International,44.881944,-93.221667,MSP (Minneapolis–Saint Paul International)
MSS,Massena International,44.935833,-74.845556,MSS (Massena International)
VDZ,Valdez,61.133889,-146.24833,VDZ (Valdez)
MSR,Muş,38.747778,41.661111,MSR (Muş)
MSU,Mejametalana,-29.462222,27.5525,MSU (Mejametalana)
MST,Maastricht Aachen,50.915833,5.776944,MST (Maastricht Aachen)
ECN,Ercan International,35.159722,33.488333,ECN (Ercan International)
MSY,Louis Armstrong New Orleans International,29.993333,-90.258056,MSY (Louis Armstrong New Orleans International)
ECP,Northwest Florida Beaches International,30.357778,-85.798889,ECP (Northwest Florida Beaches International)
MSZ,Namibe,-15.261667,12.147222,MSZ (Namibe)
VEE,Venetie,67.006389,-146.37833,VEE (Venetie)
VEL,Vernal Regional,40.443333,-109.51083,VEL (Vernal Regional)
VER,Veracruz International,19.145833,-96.187222,VER (Veracruz International)
MTJ,Montrose Regional,38.505278,-107.89417,MTJ (Montrose Regional)
EDA,Edna Bay Sea Plane Base,55.95,-133.66667,EDA (Edna Bay Sea Plane Base)
MTN,Baltimore Glenn L Martin,39.32555,-76.413889,MTN (Baltimore Glenn L Martin)
MTM,Metlakatla Sea Plane Base,55.133333,-131.58333,MTM (Metlakatla Sea Plane Base)
MTR,Los Garzones,8.823611,-75.825833,MTR (Los Garzones)
EDI,Edinburgh Airport,55.95,-3.3725,EDI (Edinburgh Airport)
MTT,Minatitlán/Coatzacoalcos International,18.103333,-94.580556,MTT (Minatitlán/Coatzacoalcos International)
EDL,Eldoret International,0.404722,35.238889,EDL (Eldoret International)
MTV,Mota Lava,-13.666111,167.711389,MTV (Mota Lava)
VFA,Victoria Falls International,-18.095833,25.838889000000002,VFA (Victoria Falls International)
EDO,Balıkesir Koca Seyit,39.554722,27.013889,EDO (Balıkesir Koca Seyit)
EDR,Edward River,-14.896944,141.609722,EDR (Edward River)
MTY,Monterrey International,25.778611,-100.10694,MTY (Monterrey International)
MUA,Munda,-8.327222,157.261667,MUA (Munda)
MUC,Munich,48.353889,11.786111,MUC (Munich)
MUB,Maun,-19.9725,23.431111,MUB (Maun)
MUE,Waimea-Kohala,20.001389,-155.66806,MUE (Waimea-Kohala)
MUH,Mersa Matruh Airport,31.325399,27.221701,MUH (Mersa Matruh Airport)
MUK,Mauke Airport,-20.136101,-157.345001,MUK (Mauke Airport)
EEK,Eek,60.215,-162.01194,EEK (Eek)
MUR,Marudi,4.179444,114.3275,MUR (Marudi)
MUX,Multan International,30.203333,71.419167,MUX (Multan International)
VGA,Vijayawada,16.530556,80.796944,VGA (Vijayawada)
MUZ,Musoma,-1.5,33.8,MUZ (Musoma)
MVD,Carrasco International,-34.838333,-56.030833,MVD (Carrasco International)
MVF,Mossoro,-5.1885,-37.3543,MVF (Mossoro)
VGO,Vigo–Peinador,42.231667,-8.626667,VGO (Vigo–Peinador)
MVL,Morrisville–Stowe State,44.535,-72.614167,MVL (Morrisville–Stowe State)
MVP,Fabio Alberto León Bentley,1.253611,-70.233889,MVP (Fabio Alberto León Bentley)
MVR,Salak,10.451389,14.2575,MVR (Salak)
VGZ,Villa Garzón,0.982222,-76.604167,VGZ (Villa Garzón)
MVT,Mataiva,-14.869722,-148.71306,MVT (Mataiva)
EFL,Kephalonia International,38.12,20.500556,EFL (Kephalonia International)
VHC,Saurimo,-9.689167,20.431667,VHC (Saurimo)
MVY,Martha's Vineyard,41.393333,-70.6125,MVY (Martha's Vineyard)
MWA,Williamson County Regional,37.751389,-89.016667,MWA (Williamson County Regional)
VHM,Vilhelmina,64.579167,16.833611,VHM (Vilhelmina)
MWF,Maewo-Naone,-14.997778,168.081667,MWF (Maewo-Naone)
MWK,Matak Tarempa,3.349028,106.257597,MWK (Matak Tarempa)
EGC,Bergerac Dordogne Périgord,44.824444,0.520556,EGC (Bergerac Dordogne Périgord)
EGE,Eagle County Regional,39.6425,-106.91778,EGE (Eagle County Regional)
VHV,Verkhnevilyuysk,63.458889,120.268611,VHV (Verkhnevilyuysk)
EGM,Seghe,-8.578611,157.875556,EGM (Seghe)
EGO,Belgorod International,50.643889,36.59,EGO (Belgorod International)
EGN,Geneina,13.483611,22.4725,EGN (Geneina)
MWX,Muan International,34.991389,126.382778,MWX (Muan International)
EGS,Egilsstaðir,65.283333,-14.401389,EGS (Egilsstaðir)
MWZ,Mwanza,-2.444444,32.932778,MWZ (Mwanza)
VIE,Vienna International,48.110278,16.578056,VIE (Vienna International)
VIG,Juan Pablo Pérez Alfonzo,8.624167,-71.672778,VIG (Juan Pablo Pérez Alfonzo)
VIJ,Virgin Gorda,18.446111,-64.428056,VIJ (Virgin Gorda)
EGX,Egegik,58.185556,-157.37556,EGX (Egegik)
VII,Vinh International,18.7375,105.670833,VII (Vinh International)
VIL,Dakhla,23.718333,-15.931944,VIL (Dakhla)
VIN,Havryshivka Vinnytsia International,49.245,28.610278,VIN (Havryshivka Vinnytsia International)
MXH,Moro,-6.362778,143.231111,MXH (Moro)
VIR,Virginia Airport,-29.770599,31.058399,VIR (Virginia Airport)
MXL,Mexicali International,32.630556,-115.24167,MXL (Mexicali International)
VIT,Vitoria,42.882778,-2.724444,VIT (Vitoria)
VIX,Eurico de Aguiar Salles,-20.258056,-40.286389,VIX (Eurico de Aguiar Salles)
MXP,Milan–Malpensa,45.63,8.723056,MXP (Milan–Malpensa)
MXV,Mörön,49.663333,100.099444,MXV (Mörön)
MXX,Mora–Siljan,60.957778,14.511389,MXX (Mora–Siljan)
MXZ,Meixian,24.264167,116.098333,MXZ (Meixian)
MYA,Moruya,-35.898333,150.146111,MYA (Moruya)
MYD,Malindi,-3.229167,40.101667,MYD (Malindi)
MYG,Mayaguana,22.379444,-73.013611,MYG (Mayaguana)
MYJ,Matsuyama,33.827222,132.699722,MYJ (Matsuyama)
MYQ,Mysore,12.231667,76.657222,MYQ (Mysore)
MYP,Mary International,37.623056,61.895833,MYP (Mary International)
MYR,Myrtle Beach International,33.679722,-78.928333,MYR (Myrtle Beach International)
MYU,Mekoryuk,60.3725,-166.27167,MYU (Mekoryuk)
MYT,Myitkyina,25.384167,97.353889,MYT (Myitkyina)
MYW,Mtwara,-10.339167,40.181667,MYW (Mtwara)
EIN,Eindhoven,51.45,5.3744440000000004,EIN (Eindhoven)
MYY,Miri,4.325278,113.988333,MYY (Miri)
EIS,Terrance B. Lettsome International,18.444722,-64.543056000000007,EIS (Terrance B. Lettsome International)
VKG,Rach Gia,9.958333,105.133333,VKG (Rach Gia)
MZH,Amasya Merzifon,40.828611,35.520278,MZH (Amasya Merzifon)
VKO,Vnukovo International,55.591667,37.261389,VKO (Vnukovo International)
MZG,Magong,23.568611,119.628333,MZG (Magong)
EJA,Yariguíes,7.024444,-73.806667,EJA (Yariguíes)
MZL,La Nubia,5.029722,-75.464722,MZL (La Nubia)
VKT,Vorkuta,67.489167,63.995556,VKT (Vorkuta)
EJH,Al Wajh Domestic,26.198611,36.476389,EJH (Al Wajh Domestic)
MZO,Sierra Maestra,20.288056,-77.089167,MZO (Sierra Maestra)
MZR,Mazar-i-Sharif International,36.706944,67.209444,MZR (Mazar-i-Sharif International)
MZT,Mazatlán International,23.161389,-106.26611,MZT (Mazatlán International)
MZV,Mulu,4.050556,114.809167,MZV (Mulu)
VLC,Valencia,39.489444,-0.481667,VLC (Valencia)
VLD,Valdosta Regional,30.7825,-83.276667,VLD (Valdosta Regional)
VLI,Bauerfield International,-17.699444,168.319722,VLI (Bauerfield International)
VLL,Valladolid,41.706111,-4.851944,VLL (Valladolid)
VLN,Arturo Michelena International,10.149722,-67.928333,VLN (Arturo Michelena International)
VLS,Valesdir,-16.795833,168.176944,VLS (Valesdir)
VLY,Anglesey,53.248333,-4.535278,VLY (Anglesey)
EKO,Elko Regional,40.8275,-115.78139,EKO (Elko Regional)
EKS,Shakhtersk,49.192222,142.081111,EKS (Shakhtersk)
ELD,South Arkansas Regional Airport at Goodwin Field,33.220546,-92.812219,ELD (South Arkansas Regional Airport at Goodwin Field)
ELC,Elcho Island,-12.019444,135.570556,ELC (Elcho Island)
ELF,El Fasher,13.615,25.324722,ELF (El Fasher)
ELH,North Eleuthera,25.475,-76.683611,ELH (North Eleuthera)
ELG,El Golea,30.581667,2.861667,ELG (El Golea)
ELI,Elim,64.615556,-162.27028,ELI (Elim)
ELM,Elmira/Corning Regional,42.16,-76.891667,ELM (Elmira/Corning Regional)
ELP,El Paso International,31.8025,-106.39833,ELP (El Paso International)
ELQ,Prince Nayef bin Abdulaziz Regional,26.302778,43.773889,ELQ (Prince Nayef bin Abdulaziz Regional)
ELS,East London,-33.035556,27.825833,ELS (East London)
ELU,Guemar,33.512778,6.782778,ELU (Guemar)
VNO,Vilnius,54.634167,25.285833,VNO (Vilnius)
EMA,East Midlands,52.831111,-1.328056,EMA (East Midlands)
VNS,Lal Bahadur Shastri International,25.452222,82.859444,VNS (Lal Bahadur Shastri International)
EMD,Emerald,-23.57,148.177778,EMD (Emerald)
VNX,Vilankulo,-22.018333,35.313333,VNX (Vilankulo)
EMK,Emmonak,62.786111,-164.49083,EMK (Emmonak)
VOG,Volgograd International,48.7825,44.345556,VOG (Volgograd International)
VOL,Nea Anchialos National,39.219722,22.794444,VOL (Nea Anchialos National)
ENA,Kenai Municipal,60.573056,-151.245,ENA (Kenai Municipal)
ENF,Enontekiö,68.3625,23.424444,ENF (Enontekiö)
ENE,H. Hasan Aroeboesman,-8.849167,121.660556,ENE (H. Hasan Aroeboesman)
ENH,Enshi Xujiaping,30.321111,109.485278,ENH (Enshi Xujiaping)
VOZ,Voronezh International,51.814167,39.229722,VOZ (Voronezh International)
VPE,Ondjiva Pereira,-17.043889,15.684722,VPE (Ondjiva Pereira)
ENU,Akanu Ibiam International,6.474167,7.5619440000000004,ENU (Akanu Ibiam International)
ENY,Yan an Ershilipu,36.636667,109.553333,ENY (Yan an Ershilipu)
VPM,Bandara Udara Tanjung Api,-0.86436,121.622426,VPM (Bandara Udara Tanjung Api)
VPS,Destin–Fort Walton Beach,30.486667,-86.52,VPS (Destin–Fort Walton Beach)
EOI,Eday,59.190556,-2.772222,EOI (Eday)
VPY,Chimoio,-19.151389000000002,33.428889,VPY (Chimoio)
EOH,Olaya Herrera,6.22,-75.590556,EOH (Olaya Herrera)
NAH,Naha,3.683333,125.528056,NAH (Naha)
NAG,Dr. Babasaheb Ambedkar International,21.092222,79.047222,NAG (Dr. Babasaheb Ambedkar International)
NAJ,Nakhchivan International,39.188889,45.458333,NAJ (Nakhchivan International)
EPA,El Palomar,-34.61,-58.6125,EPA (El Palomar)
NAL,Nalchik,43.512778,43.636667,NAL (Nalchik)
VQS,Antonio Rivera Rodríguez,18.134722,-65.493611,VQS (Antonio Rivera Rodríguez)
NAN,Nadi International,-17.755,177.443611,NAN (Nadi International)
NAP,Naples International,40.884444,14.290833,NAP (Naples International)
NAO,Nanchong Gaoping,30.793889,106.159722,NAO (Nanchong Gaoping)
NAQ,Qaanaaq,77.488611,-69.387778,NAQ (Qaanaaq)
NAT,Augusto Severo International,-5.768056,-35.376111,NAT (Augusto Severo International)
NAS,Lynden Pindling International,25.038889,-77.466111,NAS (Lynden Pindling International)
NAV,Nevşehir Kapadokya,38.771944,34.534444,NAV (Nevşehir Kapadokya)
NAU,Napuka,-14.176944,-141.26722,NAU (Napuka)
VRA,Juan Gualberto Gómez,23.034444,-81.435278,VRA (Juan Gualberto Gómez)
NAW,Narathiwat,6.523333,101.744722,NAW (Narathiwat)
VRC,Virac,13.577222,124.205556,VRC (Virac)
EPR,Esperance,-33.682222,121.8225,EPR (Esperance)
VRB,Vero Beach Regional,27.655556,-80.418056000000007,VRB (Vero Beach Regional)
NAY,Beijing Nanyuan,39.786389,116.386389,NAY (Beijing Nanyuan)
NBC,Begishevo,55.566667,52.1,NBC (Begishevo)
NBE,Enfidha–Hammamet International,36.075556,10.438333,NBE (Enfidha–Hammamet International)
VRL,Vila Real,41.276111,-7.720556,VRL (Vila Real)
VRN,Verona Villafranca,45.396389,10.888056,VRN (Verona Villafranca)
NBO,Jomo Kenyatta International,-1.319167,36.927778000000004,NBO (Jomo Kenyatta International)
NBS,Changbaishan,42.065,127.6025,NBS (Changbaishan)
NBX,Nabire,-3.368056,135.496667,NBX (Nabire)
VSA,Villahermosa International,17.996944,-92.8175,VSA (Villahermosa International)
EQS,Esquel,-42.903889,-71.135556,EQS (Esquel)
NCE,Nice Côte d Azur International,43.665278,7.215,NCE (Nice Côte d Azur International)
NCL,Newcastle,55.0375,-1.691667,NCL (Newcastle)
VST,Stockholm Västerås,59.589444,16.633611,VST (Stockholm Västerås)
ERC,Erzincan,39.710278,39.526944,ERC (Erzincan)
ERF,Erfurt–Weimar,50.979722,10.958056,ERF (Erfurt–Weimar)
ERH,Moulay Ali Cherif,31.946944,-4.398889,ERH (Moulay Ali Cherif)
ERG,Erbogachen,61.275,108.03,ERG (Erbogachen)
ERI,Erie International,42.081944,-80.176111,ERI (Erie International)
ERL,Erenhot Saiwusu International,43.423333,112.091111,ERL (Erenhot Saiwusu International)
NCU,Nukus,42.486667,59.622778,NCU (Nukus)
VTB,Vitebsk Vostochny,55.126389,30.350278,VTB (Vitebsk Vostochny)
VTE,Wattay International,17.988333,102.563333,VTE (Wattay International)
ERS,Eros,-22.612222,17.080556,ERS (Eros)
ERZ,Erzurum,39.956389,41.170278,ERZ (Erzurum)
NDC,Shri Guru Gobind Singh Ji,19.181944,77.322778,NDC (Shri Guru Gobind Singh Ji)
NDB,Nouadhibou International,20.933056,-17.03,NDB (Nouadhibou International)
NDG,Qiqihar Sanjiazi,47.239722,123.91805600000001,NDG (Qiqihar Sanjiazi)
ESC,Delta County,45.720556,-87.095833,ESC (Delta County)
NDJ,N Djamena International,12.133611,15.033889,NDJ (N Djamena International)
ESB,Esenboğa International,40.128056,32.995,ESB (Esenboğa International)
VTU,Hermanos Ameijeiras,20.987778,-76.935833,VTU (Hermanos Ameijeiras)
NDR,Nador International,34.988889,-3.028333,NDR (Nador International)
VTZ,Visakhapatnam,17.721111,83.224444,VTZ (Visakhapatnam)
ESM,Colonel Carlos Concha Torres,0.978611,-79.626667,ESM (Colonel Carlos Concha Torres)
NDU,Rundu,-17.956111,19.722778,NDU (Rundu)
ESL,Elista,46.373889,44.330833,ESL (Elista)
NDY,Sanday,59.250278,-2.575,NDY (Sanday)
ESU,Essaouira-Mogador,31.3975,-9.681667,ESU (Essaouira-Mogador)
VUP,Alfonso López Pumarejo,10.435,-73.249444,VUP (Alfonso López Pumarejo)
VUS,Veliky Ustyug,60.784722,46.256389,VUS (Veliky Ustyug)
ETH,Eilat,29.558333,34.958889,ETH (Eilat)
NER,Chulman Neryungri Airport,56.911389,124.903056,NER (Chulman Neryungri Airport)
NEV,Vance W. Amory International,17.205556,-62.59,NEV (Vance W. Amory International)
ETR,Santa Rosa International,-3.435278,-79.978056,ETR (Santa Rosa International)
VVC,La Vanguardia,4.167778,-73.613889,VVC (La Vanguardia)
VVI,Viru Viru International,-17.644722,-63.135278,VVI (Viru Viru International)
ETZ,Metz–Nancy–Lorraine,48.978333,6.246667,ETZ (Metz–Nancy–Lorraine)
VVO,Vladivostok International,43.398889,132.148056,VVO (Vladivostok International)
EUG,Eugene,44.124722,-123.21194,EUG (Eugene)
VVZ,Takhamalt,26.723611,8.622778,VVZ (Takhamalt)
EUN,Hassan I,27.151667,-13.219167,EUN (Hassan I)
NGB,Ningbo Lishe International,29.826667,121.461944,NGB (Ningbo Lishe International)
EUX,F. D. Roosevelt,17.496389,-62.979444,EUX (F. D. Roosevelt)
NGD,Auguste George,18.733333,-64.316667,NGD (Auguste George)
NGE,Ngaoundéré,7.356944,13.559167,NGE (Ngaoundéré)
NGL,Ngala Airport,-24.3878,31.3258,NGL (Ngala Airport)
NGK,Nogliki,51.781667,143.14,NGK (Nogliki)
EVE,"Harstad/Narvik Airport, Evenes",68.491389,16.678056,"EVE (Harstad/Narvik Airport, Evenes)"
NGO,Chubu Centrair International,34.858333,136.805278,NGO (Chubu Centrair International)
EVG,Sveg,62.047778,14.423056,EVG (Sveg)
NGQ,Ngari Gunsa,32.099722,80.053333,NGQ (Ngari Gunsa)
NGS,Nagasaki,32.916944,129.913611,NGS (Nagasaki)
EVN,Zvartnots International,40.147222,44.395833,EVN (Zvartnots International)
VXC,Lichinga,-13.273889,35.266389,VXC (Lichinga)
VXE,Cesária Évora,16.833611,-25.054722,VXE (Cesária Évora)
EVV,Evansville Regional,38.036944,-87.5325,EVV (Evansville Regional)
VXO,Växjö Småland,56.929167,14.728056,VXO (Växjö Småland)
EWB,New Bedford Regional,41.676111,-70.956944,EWB (New Bedford Regional)
NHV,Nuku Hiva,-8.795556,-140.22889,NHV (Nuku Hiva)
EWN,Coastal Carolina Regional,35.073056,-77.043056000000007,EWN (Coastal Carolina Regional)
EWR,Newark Liberty International,40.6925,-74.168611,EWR (Newark Liberty International)
VYI,Vilyuysk,63.757222,121.691667,VYI (Vilyuysk)
NIM,Diori Hamani International,13.481111,2.176667,NIM (Diori Hamani International)
EXI,Excursion Inlet Seaplane Base,58.419722,-135.44806,EXI (Excursion Inlet Seaplane Base)
NIU,Niau,-16.120833,-146.37361,NIU (Niau)
EXT,Exeter,50.734444,-3.413889,EXT (Exeter)
NJC,Nizhnevartovsk,60.949167,76.483611,NJC (Nizhnevartovsk)
NJF,Al Najaf International,31.989722,44.404167,NJF (Al Najaf International)
EYK,Beloyarsk,63.690556,66.699722,EYK (Beloyarsk)
EYP,El Alcaraván,5.319167,-72.383889,EYP (El Alcaraván)
EYW,Key West International,24.556111,-81.759444,EYW (Key West International)
NKC,Nouakchott International,18.097778,-15.948056,NKC (Nouakchott International)
NKG,Nanjing Lukou International,31.741944,118.861944,NKG (Nanjing Lukou International)
NKM,Nagoya Airfield,35.255,136.924444,NKM (Nagoya Airfield)
EZE,Ministro Pistarini International,-34.822222,-58.535833,EZE (Ministro Pistarini International)
NKT,Şırnak,37.363611,42.061944,NKT (Şırnak)
EZS,Elazığ,38.606944,39.291389,EZS (Elazığ)
EZV,Berezovo,63.921111,65.030556,EZV (Berezovo)
NLA,Simon Mwansa Kapwepwe International,-12.997778,28.666111,NLA (Simon Mwansa Kapwepwe International)
NLD,Nuevo Laredo International,27.443889,-99.570556,NLD (Nuevo Laredo International)
NLG,Nelson Lagoon,56.007778,-161.16028,NLG (Nelson Lagoon)
NLI,Nikolaevsk-na-Amure,53.151363,140.662251,NLI (Nikolaevsk-na-Amure)
NLH,Ninglang Luguhu,27.540278,100.759167,NLH (Ninglang Luguhu)
NLK,Norfolk Island,-29.041667,167.938611,NLK (Norfolk Island)
NLT,Xinyuan Nalati,43.432222,83.382222,NLT (Xinyuan Nalati)
NMA,Namangan,40.985,71.556944,NMA (Namangan)
NME,Nightmute,60.472222,-164.69917,NME (Nightmute)
NNB,Santa Ana,-10.848333,162.454167,NNB (Santa Ana)
NNG,Nanning Wuxu International,22.608333,108.1725,NNG (Nanning Wuxu International)
NNM,Naryan-Mar,67.640278,53.1225,NNM (Naryan-Mar)
NNL,Nondalton,59.980556,-154.83917,NNL (Nondalton)
NNT,Nan Nakhon,18.807778,100.783333,NNT (Nan Nakhon)
NNY,Nanyang Jiangying,32.981111,112.615556,NNY (Nanyang Jiangying)
NNX,Nunukan,4.135833,117.668333,NNX (Nunukan)
NOB,Nosara,9.976389,-85.653056,NOB (Nosara)
NOC,Ireland West Airport Knock,53.910278,-8.818611,NOC (Ireland West Airport Knock)
NOJ,Noyabrsk,63.183611,75.268889,NOJ (Noyabrsk)
NOP,Sinop,42.021389,35.0775,NOP (Sinop)
NOS,Fascene,-13.311944,48.314722,NOS (Fascene)
NOV,Albano Machado,-12.809167,15.760833,NOV (Albano Machado)
NOU,La Tontouta International,-22.014444,166.213056,NOU (La Tontouta International)
WAA,Wales,65.623333,-168.095,WAA (Wales)
NOZ,Spichenkovo,53.806389,86.871111,NOZ (Spichenkovo)
WAE,Wadi al-Dawasir Domestic,20.504167,45.199444,WAE (Wadi al-Dawasir Domestic)
WAG,Whanganui Airport,-39.960922,175.02444,WAG (Whanganui Airport)
NPE,Hawke's Bay,-39.464444,176.867778,NPE (Hawke's Bay)
NPL,New Plymouth,-39.008056,174.1775,NPL (New Plymouth)
WAT,Waterford Airport,52.187199,-7.08696,WAT (Waterford Airport)
WAW,Warsaw Chopin,52.165833,20.967222,WAW (Warsaw Chopin)
WBB,Stebbins,63.514722,-162.28417,WBB (Stebbins)
WBM,Wapenamanda,-5.635,143.891667,WBM (Wapenamanda)
WBQ,Beaver,66.361944,-147.40944,WBQ (Beaver)
FAC,Faaite,-16.686667,-145.32972,FAC (Faaite)
NQN,Presidente Perón International,-38.948889,-68.155833,NQN (Presidente Perón International)
FAE,Vágar,62.066389,-7.293056,FAE (Vágar)
FAI,Fairbanks International,64.815,-147.85639,FAI (Fairbanks International)
NQU,Reyes Murillo,5.71,-77.262778,NQU (Reyes Murillo)
FAO,Faro,37.014444,-7.965833,FAO (Faro)
FAR,Hector International,46.920556,-96.815833,FAR (Hector International)
NQY,Cornwall Airport Newquay,50.443333,-5.001667,NQY (Cornwall Airport Newquay)
FAT,Fresno Yosemite International,36.776111,-119.71806,FAT (Fresno Yosemite International)
FAV,Fakarava,-16.054167,-145.65694,FAV (Fakarava)
NRA,Narrandera,-34.702222,146.512222,NRA (Narrandera)
FAY,Fayetteville Regional,34.99,-78.883056,FAY (Fayetteville Regional)
NRK,Norrköping,58.586111,16.248611,NRK (Norrköping)
NRL,North Ronaldsay,59.3675,-2.434444,NRL (North Ronaldsay)
NRN,Weeze,51.6025,6.142222,NRN (Weeze)
NRR,José Aponte de la Torre,18.25,-65.633333,NRR (José Aponte de la Torre)
FBM,Lubumbashi International,-11.591389,27.530833,FBM (Lubumbashi International)
NRT,Narita International,35.764722,140.386389,NRT (Narita International)
WDH,Hosea Kutako International,-22.48,17.470833,WDH (Hosea Kutako International)
NSH,Noshahr,36.663333,51.464722,NSH (Noshahr)
FCA,Glacier Park International,48.310556,-114.25611,FCA (Glacier Park International)
NSI,Yaoundé Nsimalen International,3.7225,11.553333,NSI (Yaoundé Nsimalen International)
WDS,Shiyan Wudangshan,32.593333,110.906111,WDS (Shiyan Wudangshan)
NSK,Alykel,69.311111,87.332222,NSK (Alykel)
NSN,Nelson,-41.296667,173.224167,NSN (Nelson)
NST,Nakhon Si Thammarat,8.539722,99.944722,NST (Nakhon Si Thammarat)
FCO,Leonardo da Vinci–Fiumicino Airport,41.800278,12.238889,FCO (Leonardo da Vinci–Fiumicino Airport)
WEF,Weifang,36.646944,119.118611,WEF (Weifang)
WEI,Weipa,-12.678611,141.925278,WEI (Weipa)
WEH,Weihai Dashuibo,37.187222,122.228889,WEH (Weihai Dashuibo)
NTE,Nantes Atlantique,47.156944,-1.607778,NTE (Nantes Atlantique)
NTG,Nantong Xingdong,32.072222,120.980278,NTG (Nantong Xingdong)
FDE,"Førde Airport, Bringeland",61.391944,5.760556,"FDE (Førde Airport, Bringeland)"
NTL,Newcastle,-32.795,151.834444,NTL (Newcastle)
FDF,Martinique Aimé Césaire International,14.591111,-61.003056,FDF (Martinique Aimé Césaire International)
NTN,Normanton,-17.683611,141.070278,NTN (Normanton)
NTQ,Noto,37.2925,136.958889,NTQ (Noto)
FDH,Friedrichshafen,47.671389,9.511389,FDH (Friedrichshafen)
NTY,Pilanesberg International,-25.333889,27.173333,NTY (Pilanesberg International)
NTX,Ranai,3.906111,108.387778,NTX (Ranai)
NUF,Hatton Castlereigh Resrvr SPB,6.857222,80.588056,NUF (Hatton Castlereigh Resrvr SPB)
NUE,Nuremberg,49.498611,11.066944,NUE (Nuremberg)
NUI,Nuiqsut,70.21,-151.00556,NUI (Nuiqsut)
NUL,Nulato,64.729444,-158.07417,NUL (Nulato)
FEC,Feira de Santana,-12.200556,-38.907222,FEC (Feira de Santana)
NUP,Nunapitchuk,60.904167,-162.44167,NUP (Nunapitchuk)
FEG,Fergana International,40.361389,71.744722,FEG (Fergana International)
NUS,Norsup,-16.078056,167.399722,NUS (Norsup)
FEN,Fernando De Noronha,-3.855,-32.423333,FEN (Fernando De Noronha)
WGA,Wagga Wagga,-35.165278,147.466389,WGA (Wagga Wagga)
NUX,Novy Urengoy,66.070278,76.520556,NUX (Novy Urengoy)
NVA,Benito Salas,2.950278,-75.293889,NVA (Benito Salas)
FEZ,Fès–Saïs,33.927222,-4.978056,FEZ (Fès–Saïs)
WGN,Shaoyang Wugang,26.806111,110.641111,WGN (Shaoyang Wugang)
NVI,Navoi International,40.116389,65.165833,NVI (Navoi International)
WGP,Umbu Mehang Kunda,-9.669167,120.301944,WGP (Umbu Mehang Kunda)
NVK,"Narvik Airport, Framnes",68.435833,17.386111,"NVK (Narvik Airport, Framnes)"
NVT,Navegantes,-26.88,-48.651389,NVT (Navegantes)
NWI,Norwich,52.675833,1.282778,NWI (Norwich)
WIC,Wick,58.458889,-3.093056,WIC (Wick)
FGU,Fangatau,-15.82,-140.88583,FGU (Fangatau)
WIL,Wilson,-1.321667,36.814722,WIL (Wilson)
WIN,Winton,-22.363611,143.085556,WIN (Winton)
NYA,Nyagan,62.101667,65.6025,NYA (Nyagan)
WJR,Wajir,1.733159,40.089062,WJR (Wajir)
NYK,Nanyuki,0.028056,37.024722,NYK (Nanyuki)
NYM,Nadym,65.481389,72.699722,NYM (Nadym)
WJU,Wonju,37.438056,127.960278,WJU (Wonju)
FIH,N djili,-4.385833,15.444444,FIH (N djili)
NYO,Stockholm Skavsta,58.788611,16.912222,NYO (Stockholm Skavsta)
NYR,Nyurba,63.296111,118.340833,NYR (Nyurba)
NYT,Naypyidaw,19.6225,96.201389,NYT (Naypyidaw)
NYU,Nyaung U,21.1775,94.930556,NYU (Nyaung U)
NYW,Monywa,22.222222,95.093056,NYW (Monywa)
WKJ,Wakkanai,45.404167,141.800833,WKJ (Wakkanai)
NZH,Manzhouli Xijiao,49.566667,117.330556,NZH (Manzhouli Xijiao)
WLH,Walaha,-15.412778,167.691667,WLH (Walaha)
WLG,Wellington International,-41.326944,174.806944,WLG (Wellington International)
WLK,Selawik,66.600278,-159.98444,WLK (Selawik)
FKB,Karlsruhe/Baden-Baden,48.779444,8.080556,FKB (Karlsruhe/Baden-Baden)
WLS,Hihifo,-13.238333,-176.19889,WLS (Hihifo)
FKI,Bangoka International,0.481667,25.338056,FKI (Bangoka International)
FKQ,Fakfak Torea,-2.920278,132.266944,FKQ (Fakfak Torea)
WMB,Warrnambool,-38.294444,142.446944,WMB (Warrnambool)
FKS,Fukushima,37.2275,140.430556,FKS (Fukushima)
