id,name,lat,lon,idname
BBA,Balmaceda,-45.916111,-71.689444,BBA (Balmaceda)
SCQ,Santiago de Compostela,42.896389,-8.415278,SCQ (Santiago de Compostela)
JRH,Jorhat,26.731667,94.175556,JRH (Jorhat)
SCU,Antonio Maceo,19.969722,-75.835278,SCU (Antonio Maceo)
SCT,Socotra,12.630556,53.905833,SCT (Socotra)
JRO,Kilimanjaro International,-3.429444,37.074444,JRO (Kilimanjaro International)
SCW,Syktyvkar,61.646944,50.845,SCW (Syktyvkar)
SCV,Suceava International,47.6875,26.354167,SCV (Suceava International)
SCY,San Cristóbal,-0.910278,-89.6175,SCY (San Cristóbal)
BBI,Biju Patnaik International,20.244444,85.817778,BBI (Biju Patnaik International)
BBK,Kasane,-17.832778,25.1625,BBK (Kasane)
SCZ,Santa Cruz/Graciosa Bay/Luova,-10.719722,165.796389,SCZ (Santa Cruz/Graciosa Bay/Luova)
BBO,Berbera Airport,10.3892,44.941101,BBO (Berbera Airport)
BBN,Bario,3.734722,115.478333,BBN (Bario)
SDD,Lubango,-14.924722,13.575,SDD (Lubango)
SDF,Louisville International,38.174444,-85.736111,SDF (Louisville International)
SDE,Vicecomodoro Ángel de la Paz Aragonés,-27.765556,-64.31,SDE (Vicecomodoro Ángel de la Paz Aragonés)
SDG,Sanandaj,35.250833,47.011111,SDG (Sanandaj)
SDJ,Sendai,38.139722,140.916944,SDJ (Sendai)
BBX,Wings Field,40.137501,-75.265099,BBX (Wings Field)
JSA,Jaisalmer,26.888611,70.865,JSA (Jaisalmer)
SDL,Sundsvall–Timrå,62.528056,17.443889,SDL (Sundsvall–Timrå)
SDK,Sandakan,5.901389,118.061111,SDK (Sandakan)
SDN,"Sandane Airport, Anda",61.83,6.1075,"SDN (Sandane Airport, Anda)"
SDP,Sand Point,55.315,-160.52278,SDP (Sand Point)
JSH,Sitia Public,35.216111,26.101389,JSH (Sitia Public)
SDR,Santander,43.426944,-3.82,SDR (Santander)
JSJ,Jiansanjiang,47.11,132.660278,JSJ (Jiansanjiang)
SDQ,Las Américas International,18.429722,-69.668889,SDQ (Las Américas International)
BCA,Gustavo Rizo,20.365278,-74.506111,BCA (Gustavo Rizo)
JSI,Skiathos Island National,39.177222,23.503611,JSI (Skiathos Island National)
BCD,Bacolod–Silay,10.776667,123.019167,BCD (Bacolod–Silay)
SDV,Sde Dov,32.114722,34.782222,SDV (Sde Dov)
SDU,Santos Dumont,-22.910556,-43.163056,SDU (Santos Dumont)
JSR,Jessore,23.183889,89.160833,JSR (Jessore)
SDY,Sidney–Richland Municipal,47.705,-104.19639,SDY (Sidney–Richland Municipal)
BCI,Barcaldine,-23.560833,145.304167,BCI (Barcaldine)
JST,Johnstown–Cambria County,40.316111,-78.833889,JST (Johnstown–Cambria County)
BCN,Barcelona–El Prat,41.296944,2.078333,BCN (Barcelona–El Prat)
JSU,Maniitsoq,65.4125,-52.939722,JSU (Maniitsoq)
BCM,George Enescu International,46.521944,26.910278,BCM (George Enescu International)
SEA,Seattle–Tacoma International,47.448889,-122.30944,SEA (Seattle–Tacoma International)
BCO,Baco,5.751605,36.555842,BCO (Baco)
JSY,Syros Island National,37.422778,24.95,JSY (Syros Island National)
SEB,Sabha,26.986944,14.4725,SEB (Sabha)
BCV,Hector Silva Airstrip,17.266667,-88.783333,BCV (Hector Silva Airstrip)
JTC,Bauru-Arealva,-22.163611,-49.069167,JTC (Bauru-Arealva)
SEK,Srednekolymsk,67.474722,153.729444,SEK (Srednekolymsk)
SEN,London Southend,51.571389,0.695556,SEN (London Southend)
BDA,L.F. Wade International,32.364167,-64.678611,BDA (L.F. Wade International)
BDB,Bundaberg,-24.9025,152.320833,BDB (Bundaberg)
SEU,Seronera Airstrip,-2.457222,34.821944,SEU (Seronera Airstrip)
BDH,Bandar Lengeh,26.531389,54.8275,BDH (Bandar Lengeh)
JTR,Santorini (Thira) National,36.399167,25.479444,JTR (Santorini (Thira) National)
SEZ,Seychelles International,-4.674444,55.521944,SEZ (Seychelles International)
BDJ,Syamsudin Noor International,-3.442222,114.7625,BDJ (Syamsudin Noor International)
BDL,Bradley International,41.938889,-72.683333,BDL (Bradley International)
BDO,Husein Sastranegara International,-6.900556,107.576389,BDO (Husein Sastranegara International)
SFB,Orlando Sanford International,28.777778,-81.2375,SFB (Orlando Sanford International)
BDQ,Vadodara,22.336111,73.226389,BDQ (Vadodara)
JTY,Astypalaia Island National,36.58,26.375556,JTY (Astypalaia Island National)
SFA,Sfax–Thyna International,34.718056,10.691111,SFA (Sfax–Thyna International)
BDP,Bhadrapur,26.570556,88.080278,BDP (Bhadrapur)
SFD,Las Flecheras,7.883333,-67.443889,SFD (Las Flecheras)
BDS,Brindisi,40.660556,17.948056,BDS (Brindisi)
BDU,Bardufoss,69.055833,18.540278,BDU (Bardufoss)
SFG,Grand Case-Espérance,18.100833,-63.049167,SFG (Grand Case-Espérance)
SFJ,Kangerlussuaq,67.016944,-50.689444,SFJ (Kangerlussuaq)
JUB,Juba International,4.871944,31.601111,JUB (Juba International)
SFL,São Filipe,14.886667,-24.481944,SFL (São Filipe)
SFN,Sauce Viejo,-31.710833,-60.811389,SFN (Sauce Viejo)
JUH,Chizhou Jiuhuashan,30.740278,117.686667,JUH (Chizhou Jiuhuashan)
SFO,San Francisco International,37.618889,-122.39167,SFO (San Francisco International)
BEB,Benbecula,57.4775,-7.366389,BEB (Benbecula)
JUJ,Gobernador Horacio Guzmán International,-24.392778,-65.097778,JUJ (Gobernador Horacio Guzmán International)
SFT,Skellefteå,64.624722,21.076944,SFT (Skellefteå)
JUL,Inca Manco Cápac International,-15.467222,-70.158056,JUL (Inca Manco Cápac International)
BEG,Belgrade Nikola Tesla,44.818333,20.309167,BEG (Belgrade Nikola Tesla)
BEJ,Kalimarau,2.155278,117.432778,BEJ (Kalimarau)
BEL,Val de Cans International,-1.379167,-48.476389,BEL (Val de Cans International)
JUV,Upernavik,72.790556,-56.131111,JUV (Upernavik)
BEN,Benina International,32.096667,20.269444,BEN (Benina International)
BEM,Beni Mellal,32.4,-6.317222,BEM (Beni Mellal)
SGC,Surgut International,61.343611,73.401944,SGC (Surgut International)
JUZ,Quzhou,28.967222,118.9,JUZ (Quzhou)
BET,Bethel,60.779722,-161.83806,BET (Bethel)
BES,Brest Bretagne,48.447222,-4.421667,BES (Brest Bretagne)
SGD,Sønderborg,54.964444,9.791667,SGD (Sønderborg)
SGF,Springfield-Branson National,37.245556,-93.388611,SGF (Springfield-Branson National)
BEU,Bedourie,-24.346111,139.460278,BEU (Bedourie)
BEW,Beira,-19.796389,34.9075,BEW (Beira)
BEY,Beirut–Rafic Hariri International,33.820833,35.488333,BEY (Beirut–Rafic Hariri International)
SGO,St George,-28.049722,148.595278,SGO (St George)
SGN,Tan Son Nhat International,10.818889,106.651944,SGN (Tan Son Nhat International)
SGU,St. George Regional,37.090556,-113.59306,SGU (St. George Regional)
BFF,Western Nebraska Regional,41.874167,-103.59556,BFF (Western Nebraska Regional)
SGY,Skagway,59.460556,-135.31639,SGY (Skagway)
BFI,Boeing Field,47.53,-122.30194,BFI (Boeing Field)
SGX,Songea,-10.683333,35.583333,SGX (Songea)
BFJ,Bijie Feixiong,27.267093,105.471628,BFJ (Bijie Feixiong)
BFL,Meadows Field,35.433611,-119.05667,BFL (Meadows Field)
BFN,Bloemfontein,-29.092778,26.3025,BFN (Bloemfontein)
BFQ,Bahía Piña,7.584722,-78.181111,BFQ (Bahía Piña)
SHB,Nakashibetsu,43.5775,144.96,SHB (Nakashibetsu)
SHA,Shanghai Hongqiao International,31.197778,121.336389,SHA (Shanghai Hongqiao International)
SHD,Shenandoah Valley Regional,38.261944,-78.898611,SHD (Shenandoah Valley Regional)
BFS,Belfast International,54.6575,-6.215833,BFS (Belfast International)
SHC,Shire,14.079444,38.271389,SHC (Shire)
SHF,Shihezi Huayuan,44.244333,85.890476,SHF (Shihezi Huayuan)
SHE,Shenyang Taoxian International,41.639722,123.483333,SHE (Shenyang Taoxian International)
SHH,Shishmaref,66.249444,-166.08944,SHH (Shishmaref)
BFV,Buriram,15.226667,103.251111,BFV (Buriram)
SHG,Shungnak,66.888056,-157.1625,SHG (Shungnak)
SHJ,Sharjah International,25.328611,55.517222,SHJ (Sharjah International)
BFX,Bafoussam,5.5375,10.354167,BFX (Bafoussam)
SHL,Shillong,25.703611,91.9775,SHL (Shillong)
SHM,Nanki–Shirahama,33.662222,135.364444,SHM (Nanki–Shirahama)
SHO,King Mswati III International,-26.356944,31.717222,SHO (King Mswati III International)
BGA,Palonegro International,7.126389,-73.184722,BGA (Palonegro International)
BGF,Bangui M Poko International,4.397778,18.52,BGF (Bangui M Poko International)
SHV,Shreveport Regional,32.447222,-93.828889,SHV (Shreveport Regional)
SHX,Shageluk,62.6925,-159.56917,SHX (Shageluk)
BGG,Bingöl,38.861389,40.5925,BGG (Bingöl)
SHW,Sharurah Domestic,17.466944,47.121389,SHW (Sharurah Domestic)
BGI,Grantley Adams International,13.074722,-59.4925,BGI (Grantley Adams International)
BGN,Belaya Gora,68.556944,146.231111,BGN (Belaya Gora)
BGM,Greater Binghamton,42.208611,-75.979722,BGM (Greater Binghamton)
BGO,"Bergen Airport, Flesland",60.293333,5.218056,"BGO (Bergen Airport, Flesland)"
BGR,Bangor International,44.8075,-68.828056,BGR (Bangor International)
SIC,San Jose Island,8.262222,-79.077778,SIC (San Jose Island)
SID,Amílcar Cabral International,16.741389,-22.949444,SID (Amílcar Cabral International)
SIG,Fernando Luis Ribas Dominicci,18.456944,-66.098056,SIG (Fernando Luis Ribas Dominicci)
SIF,Simara,27.159444,84.98,SIF (Simara)
JXA,Jixi Xingkaihu,45.2925,131.191944,JXA (Jixi Xingkaihu)
BGW,Baghdad International,33.2625,44.234444,BGW (Baghdad International)
BGY,Milan Bergamo International Airport,45.668889,9.700278,BGY (Milan Bergamo International Airport)
SIN,Singapore Changi,1.359167,103.989444,SIN (Singapore Changi)
SIP,Simferopol International,45.052222,33.973889,SIP (Simferopol International)
SIS,Sishen,-27.65,23,SIS (Sishen)
SIR,Sion,46.2225,7.34,SIR (Sion)
BHB,Hancock County-Bar Harbor,44.446667,-68.361389,BHB (Hancock County-Bar Harbor)
BHE,Woodbourne,-41.517778,173.869167,BHE (Woodbourne)
BHD,George Best Belfast City,54.618056,-5.8725,BHD (George Best Belfast City)
SIT,Sitka Rocky Gutierrez,57.047222,-135.36167,SIT (Sitka Rocky Gutierrez)
BHI,Comandante Espora,-38.727222,-62.153333,BHI (Comandante Espora)
BHH,Bisha Domestic,19.984444,42.620833,BHH (Bisha Domestic)
BHK,Bukhara International,39.766389,64.48,BHK (Bukhara International)
BHJ,Bhuj,23.287778,69.670278,BHJ (Bhuj)
BHM,Birmingham-Shuttlesworth International,33.563056,-86.753611,BHM (Birmingham-Shuttlesworth International)
BHO,Raja Bhoj,23.2875,77.3375,BHO (Raja Bhoj)
BHQ,Broken Hill,-32.001389,141.471667,BHQ (Broken Hill)
SJD,Los Cabos International,23.151944,-109.72111,SJD (Los Cabos International)
BHS,Bathurst,-33.409444,149.651944,BHS (Bathurst)
SJC,San Jose International,37.3625,-121.92889,SJC (San Jose International)
BHR,Bharatpur,27.678056,84.428056,BHR (Bharatpur)
BHU,Bhavnagar,21.752222,72.185278,BHU (Bhavnagar)
SJE,Jorge Enrique González Torres,2.579722,-72.639444,SJE (Jorge Enrique González Torres)
BHV,Bahawalpur,29.348056,71.718056,BHV (Bahawalpur)
SJJ,Sarajevo International,43.824722,18.331389,SJJ (Sarajevo International)
BHY,Beihai Fucheng,21.539444,109.293889,BHY (Beihai Fucheng)
BHX,Birmingham,52.453611,-1.747778,BHX (Birmingham)
SJI,San Jose,12.361389,121.046667,SJI (San Jose)
SJK,Aeroporto Internacional de São José dos Campos,-23.225577,-45.862098,SJK (Aeroporto Internacional de São José dos Campos)
SJP,São José do Rio Preto,-20.816667,-49.406389,SJP (São José do Rio Preto)
SJO,Juan Santamaría International,9.993889,-84.208889,SJO (Juan Santamaría International)
BIA,Bastia – Poretta,42.55,9.484722,BIA (Bastia – Poretta)
SJT,San Angelo Regional,31.357778,-100.49639,SJT (San Angelo Regional)
SJU,Luis Muñoz Marín International,18.439444,-66.001944,SJU (Luis Muñoz Marín International)
SJW,Shijiazhuang Zhengding International,38.280556,114.697222,SJW (Shijiazhuang Zhengding International)
SJZ,Sao Jorge,38.665556,-28.175833,SJZ (Sao Jorge)
BIL,Billings Logan International,45.807778,-108.54278,BIL (Billings Logan International)
BIK,Frans Kaisiepo International,-1.19,136.108056,BIK (Frans Kaisiepo International)
JYV,Jyvaskyla,62.399444,25.678333,JYV (Jyvaskyla)
BIM,South Bimini,25.7,-79.264722,BIM (South Bimini)
BIO,Bilbao,43.301111,-2.910556,BIO (Bilbao)
BIR,Biratnagar,26.4825,87.266667,BIR (Biratnagar)
BIQ,Biarritz Pays Basque,43.468333,-1.5311110000000001,BIQ (Biarritz Pays Basque)
SKB,Robert L. Bradshaw International,17.311111,-62.718611,SKB (Robert L. Bradshaw International)
SKD,Samarkand International,39.700556,66.984722,SKD (Samarkand International)
BIS,Bismarck Municipal,46.772222,-100.74583,BIS (Bismarck Municipal)
SKG,Thessaloniki International Airport  Macedonia,40.519722,22.970833,SKG (Thessaloniki International Airport  Macedonia)
SKH,Surkhet Airport,28.586,81.636002,SKH (Surkhet Airport)
SKK,Shaktoolik,64.361111,-161.2025,SKK (Shaktoolik)
SKO,Sadiq Abubakar III International,12.916389,5.207222,SKO (Sadiq Abubakar III International)
SKN,"Stokmarknes Airport, Skagen",68.581111,15.021111,"SKN (Stokmarknes Airport, Skagen)"
BJA,Abane Ramdane,36.711944,5.07,BJA (Abane Ramdane)
JZH,Jiuzhai Huanglong,32.856667,103.683056,JZH (Jiuzhai Huanglong)
SKP,Skopje  Alexander the Great,41.961667,21.621389,SKP (Skopje  Alexander the Great)
BJC,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,BJC (Rocky Mountain Metropolitan Airport)
BJB,Bojnord,37.490833,57.309167,BJB (Bojnord)
SKU,Skyros Island National,38.968333,24.488056,SKU (Skyros Island National)
SKT,Sialkot International,32.535278,74.363889,SKT (Sialkot International)
BJF,Båtsfjord,70.600278,29.6925,BJF (Båtsfjord)
BJI,Bemidji Regional,47.509722,-94.933056,BJI (Bemidji Regional)
SKX,Saransk,54.125833,45.213333,SKX (Saransk)
SKZ,Sukkur,27.721389,68.793056000000007,SKZ (Sukkur)
BJM,Bujumbura International,-3.323889,29.318611,BJM (Bujumbura International)
BJL,Banjul International,13.338056,-16.652222,BJL (Banjul International)
SLA,Martín Miguel de Güemes International,-24.859722,-65.486944,SLA (Martín Miguel de Güemes International)
BJR,Bahir Dar,11.608056,37.321667,BJR (Bahir Dar)
SLC,Salt Lake City International,40.788333,-111.97778,SLC (Salt Lake City International)
BJT,Bentota River SPB,6.416667,79.983333,BJT (Bentota River SPB)
BJW,Turelelo Soa,-8.707778,121.057778,BJW (Turelelo Soa)
SLH,Vanua Lava,-13.851944,167.537222,SLH (Vanua Lava)
BJV,Milas–Bodrum,37.250556,27.664444,BJV (Milas–Bodrum)
SLI,Solwezi,-12.173889,26.366667,SLI (Solwezi)
BJX,Del Bajío International,20.993333,-101.48083,BJX (Del Bajío International)
SLL,Salalah,17.038611,54.091389,SLL (Salalah)
BJZ,Badajoz,38.891389,-6.821389,BJZ (Badajoz)
SLK,Adirondack Regional,44.385278,-74.206111,SLK (Adirondack Regional)
SLN,Salina Regional,38.790833,-97.652222,SLN (Salina Regional)
SLM,Salamanca,40.952222,-5.501944,SLM (Salamanca)
SLP,San Luis Potosí International,22.254167,-100.93083,SLP (San Luis Potosí International)
BKB,Nal Airport,28.070601,73.207199,BKB (Nal Airport)
BKA,Bykovo Airport,55.617199,38.060001,BKA (Bykovo Airport)
SLQ,Sleetmute,61.7,-157.16583,SLQ (Sleetmute)
BKC,Buckland,65.981667,-161.14917,BKC (Buckland)
SLV,Shimla,31.0842,77.0662,SLV (Shimla)
SLU,George F. L. Charles,14.020278,-60.993056,SLU (George F. L. Charles)
SLX,Salt Cay,21.335833,-71.200556,SLX (Salt Cay)
BKG,Branson,36.531667,-93.199722,BKG (Branson)
SLW,Plan de Guadalupe International,25.543889,-100.92833,SLW (Plan de Guadalupe International)
SLZ,Marechal Cunha Machado International,-2.585278,-44.234167,SLZ (Marechal Cunha Machado International)
BKI,Kota Kinabalu International,5.937222,116.053056,BKI (Kota Kinabalu International)
SLY,Salekhard,66.590833,66.611111,SLY (Salekhard)
BKL,Cleveland Burke Lakefront,41.5175,-81.683333,BKL (Cleveland Burke Lakefront)
BKK,Suvarnabhumi,13.685833,100.748889,BKK (Suvarnabhumi)
BKN,Balkanabat,39.480278,54.365833,BKN (Balkanabat)
BKM,Ba kelalan,3.973889,115.617222,BKM (Ba kelalan)
SMA,Santa Maria,36.973889,-25.171111,SMA (Santa Maria)
BKO,Bamako–Sénou International,12.533611,-7.95,BKO (Bamako–Sénou International)
BKQ,Blackall,-24.4325,145.428056,BKQ (Blackall)
BKS,Fatmawati Soekarno,-3.863611,102.339167,BKS (Fatmawati Soekarno)
SMG,Santa Maria,-12.391389,-76.755833,SMG (Santa Maria)
SMF,Sacramento International,38.695556,-121.59083,SMF (Sacramento International)
SMI,Samos International,37.69,26.911667,SMI (Samos International)
BKW,Raleigh County Memorial,37.787222,-81.124167,BKW (Raleigh County Memorial)
BKZ,Bukoba,-1.3325,31.821944,BKZ (Bukoba)
SMK,St. Michael,63.481111,-162.03083,SMK (St. Michael)
BKY,Kavumu,-2.308889,28.808889,BKY (Kavumu)
SML,Stella Maris,23.583056,-75.268611,SML (Stella Maris)
BLA,General José Antonio Anzoátegui International,10.107222,-64.689167,BLA (General José Antonio Anzoátegui International)
SMQ,H. Asan,-2.499167,112.975,SMQ (H. Asan)
SMS,Sainte Marie,-17.093889,49.815833,SMS (Sainte Marie)
SMR,Simón Bolívar International,11.119722,-74.230556000000007,SMR (Simón Bolívar International)
BLB,Howard Air Force Base,8.914444,-79.599722,BLB (Howard Air Force Base)
BLE,Dala,60.421944,15.515278,BLE (Dala)
BLD,Boulder City Municipal,35.946389,-114.86111,BLD (Boulder City Municipal)
SMT,Sorriso,-12.479444,-55.672778,SMT (Sorriso)
BLI,Bellingham International,48.792778,-122.5375,BLI (Bellingham International)
SMX,Santa Maria Public,34.898889,-120.4575,SMX (Santa Maria Public)
BLK,Blackpool,53.771389,-3.028333,BLK (Blackpool)
BLJ,Mostépha Ben Boulaid,35.752222,6.308611,BLJ (Mostépha Ben Boulaid)
BLL,Billund,55.740278000000004,9.151667,BLL (Billund)
BLQ,Bologna Guglielmo Marconi,44.530833,11.296944,BLQ (Bologna Guglielmo Marconi)
SNA,John Wayne,33.675556,-117.86833,SNA (John Wayne)
BLR,Bengaluru International,13.198889,77.705556,BLR (Bengaluru International)
SNC,General Ulpiano Paez,-2.2025,-80.990556,SNC (General Ulpiano Paez)
SNE,Preguiça,16.588611,-24.284167,SNE (Preguiça)
BLV,MidAmerica St. Louis,38.541111,-89.848889,BLV (MidAmerica St. Louis)
BLZ,Chileka International,-15.679167,34.973889,BLZ (Chileka International)
SNN,Shannon,52.701944,-8.924722,SNN (Shannon)
SNP,St. Paul Island,57.167222,-170.22056,SNP (St. Paul Island)
SNO,Sakon Nakhon,17.195278,104.118611,SNO (Sakon Nakhon)
BMB,Bumba,2.183889,22.479167,BMB (Bumba)
SNR,St-Nazaire Montoir,47.310556,-2.156667,SNR (St-Nazaire Montoir)
BMA,Stockholm Bromma,59.354444,17.941667,BMA (Stockholm Bromma)
SNU,Abel Santamaría,22.492222,-79.943611,SNU (Abel Santamaría)
BME,Broome International,-17.948889,122.228333,BME (Broome International)
SNW,Thandwe,18.460833,94.3,SNW (Thandwe)
BMI,Central Illinois Regional,40.477222,-88.915833,BMI (Central Illinois Regional)
BMO,Bhamo,24.266667,97.25,BMO (Bhamo)
SOC,Adisumarmo International,-7.516111,110.756944,SOC (Adisumarmo International)
SOB,Hévíz–Balaton,46.686389,17.159167,SOB (Hévíz–Balaton)
BMV,Buon Ma Thuot,12.668333,108.120278,BMV (Buon Ma Thuot)
SOG,"Sogndal Airport, Haukåsen",61.156667,7.139444,"SOG (Sogndal Airport, Haukåsen)"
SOF,Sofia,42.695278,23.406111,SOF (Sofia)
BMU,Sultan Muhammad Salahudin,-8.539722,118.687222,BMU (Sultan Muhammad Salahudin)
BMW,Bordj Mokhtar,21.3775,0.923611,BMW (Bordj Mokhtar)
SOJ,Sørkjosen,69.786944,20.959444,SOJ (Sørkjosen)
BMY,Île Art – Waala,-19.720556,163.661111,BMY (Île Art – Waala)
SOM,San Tomé,8.945278,-64.151111,SOM (San Tomé)
SON,Santo-Pekoa International,-15.505,167.219722,SON (Santo-Pekoa International)
BNA,Nashville International,36.124444,-86.678333,BNA (Nashville International)
SOQ,Domine Eduard Osok,-0.892386,131.287831,SOQ (Domine Eduard Osok)
BNC,Beni Mavivi,0.577778,29.468889,BNC (Beni Mavivi)
SOU,Southampton,50.950278,-1.356667,SOU (Southampton)
BNE,Brisbane,-27.384167,153.1175,BNE (Brisbane)
BND,Bandar Abbas International,27.218611,56.377778,BND (Bandar Abbas International)
SOW,Show Low Regional,34.266667,-110,SOW (Show Low Regional)
BNI,Benin,6.316944,5.599444,BNI (Benin)
SOY,Stronsay,59.155278,-2.641944,SOY (Stronsay)
BNK,Ballina Byron Gateway,-28.833889,153.5625,BNK (Ballina Byron Gateway)
BNJ,Bonn-Hangelar Airport,50.733333,7.1,BNJ (Bonn-Hangelar Airport)
BNN,"Brønnøysund Airport, Brønnøy",65.461111,12.2175,"BNN (Brønnøysund Airport, Brønnøy)"
SPB,Charlotte Amalie Harbor Seaplane Base,18.337778,-64.939722,SPB (Charlotte Amalie Harbor Seaplane Base)
BNS,Barinas,8.619444,-70.220833,BNS (Barinas)
SPD,Saidpur,25.759167,88.908889,SPD (Saidpur)
SPC,La Palma,28.626389,-17.755556,SPC (La Palma)
BNY,Bellona/Anua,-11.302222,159.798889,BNY (Bellona/Anua)
SPI,Abraham Lincoln Capital,39.844167,-89.677778,SPI (Abraham Lincoln Capital)
BNX,Banja Luka International,44.941389,17.2975,BNX (Banja Luka International)
SPN,Saipan International,15.118889,145.729444,SPN (Saipan International)
SPP,Menongue,-14.658611,17.721389,SPP (Menongue)
SPR,San Pedro,17.916667,-87.966667,SPR (San Pedro)
BOB,Bora Bora,-16.444444,-151.75139,BOB (Bora Bora)
BOD,Bordeaux–Mérignac,44.828611,-0.715278,BOD (Bordeaux–Mérignac)
SPS,Wichita Falls Municipal,33.988889,-98.491944,SPS (Wichita Falls Municipal)
BOC,Bocas del Toro  Isla Colón  International,9.340833,-82.250833,BOC (Bocas del Toro  Isla Colón  International)
SPU,Split,43.538889,16.298056,SPU (Split)
BOH,Bournemouth,50.78,-1.8425,BOH (Bournemouth)
BOG,El Dorado International,4.701667,-74.146944,BOG (El Dorado International)
BOJ,Burgas,42.569722,27.515278,BOJ (Burgas)
SPY,San Pédro,4.746667,-6.660833,SPY (San Pédro)
BOI,Boise,43.564444,-116.22278,BOI (Boise)
BON,Flamingo International,12.131111,-68.268611,BON (Flamingo International)
BOM,Chhatrapati Shivaji International,19.088611,72.868056,BOM (Chhatrapati Shivaji International)
BOO,Bodø,67.269167,14.365278,BOO (Bodø)
BOS,Logan International,42.364444,-71.005278,BOS (Logan International)
SQD,Shangrao Sanqingshan,28.379722,117.964167,SQD (Shangrao Sanqingshan)
SQG,Sintang,0.063611,111.473333,SQG (Sintang)
BOY,Bobo Dioulasso,11.16,-4.330833,BOY (Bobo Dioulasso)
KAB,Kariba International Airport,-16.5198,28.885,KAB (Kariba International Airport)
SQJ,Sanming Shaxian,26.426111,117.833333,SQJ (Sanming Shaxian)
KAE,Kake Sea Plane Base,56.961389,-133.91028,KAE (Kake Sea Plane Base)
KAD,Kaduna International,10.696111,7.32,KAD (Kaduna International)
KAJ,Kajaani,64.285556,27.6925,KAJ (Kajaani)
BPE,Qinhuangdao Beidaihe,39.666389,119.058889,BPE (Qinhuangdao Beidaihe)
KAL,Kaltag,64.318056,-158.74306,KAL (Kaltag)
KAO,Kuusamo,65.9875,29.239444,KAO (Kuusamo)
BPG,Barra do Garças,-15.85,-52.383333,BPG (Barra do Garças)
KAN,Mallam Aminu Kano International,12.0475,8.524722,KAN (Mallam Aminu Kano International)
BPL,Bole Alashankou,44.895833,82.3,BPL (Bole Alashankou)
KAW,Kawthaung,10.049167,98.538056,KAW (Kawthaung)
BPN,Sultan Aji Muhammad Sulaiman,-1.268333,116.894444,BPN (Sultan Aji Muhammad Sulaiman)
BPS,Porto Seguro,-16.438611,-39.080833,BPS (Porto Seguro)
KAZ,Kaubang,1.184722,127.896111,KAZ (Kaubang)
BPT,Jack Brooks Regional,29.950833,-94.020833,BPT (Jack Brooks Regional)
SRE,Alcantarí International Airport,-19.236317,-65.150529,SRE (Alcantarí International Airport)
SRG,Ahmad Yani International,-6.971389,110.374167,SRG (Ahmad Yani International)
SRI,Samarinda Temindung,-0.484444,117.157222,SRI (Samarinda Temindung)
BPX,Qamdo Bamda,30.551111,97.110556,BPX (Qamdo Bamda)
KBH,Kahama Buzwagi,-3.791667,32.646667,KBH (Kahama Buzwagi)
SRP,"Stord Airport, Sørstokken",59.791944,5.340833,"SRP (Stord Airport, Sørstokken)"
BQB,Busselton Regional,-33.6875,115.402222,BQB (Busselton Regional)
SRQ,Sarasota–Bradenton International,27.395556,-82.554444,SRQ (Sarasota–Bradenton International)
KBL,Hamid Karzai International,34.565833,69.2125,KBL (Hamid Karzai International)
SRV,Stony River,61.789167,-156.58917,SRV (Stony River)
KBP,Boryspil International,50.345,30.894722,KBP (Boryspil International)
BQJ,Batagay,67.647778,134.693333,BQJ (Batagay)
KBR,Sultan Ismail Petra,6.1675,102.291111,KBR (Sultan Ismail Petra)
SRY,Dasht-e Naz,36.635833,53.193611,SRY (Dasht-e Naz)
BQL,Boulia,-22.913056,139.900833,BQL (Boulia)
BQK,Brunswick Golden Isles,31.258889,-81.466389,BQK (Brunswick Golden Isles)
KBV,Krabi,8.095833,98.988889,KBV (Krabi)
BQN,Aguadilla Rafael Hernandez,18.495,-67.129444,BQN (Aguadilla Rafael Hernandez)
KBU,Gusti Syamsir Alam,-3.296111,116.164722,KBU (Gusti Syamsir Alam)
SSA,Deputado Luís Eduardo Magalhães International,-12.911111,-38.331111,SSA (Deputado Luís Eduardo Magalhães International)
SSB,Christiansted Harbor Seaplane Base,17.747778,-64.705556,SSB (Christiansted Harbor Seaplane Base)
BQT,Brest,52.108333,23.896944,BQT (Brest)
BQS,Ignatyevo,50.425278,127.4125,BQS (Ignatyevo)
SSG,Malabo International,3.755278,8.708611,SSG (Malabo International)
KCA,Kuqa Qiuci,41.681983,82.873771,KCA (Kuqa Qiuci)
SSH,Sharm el-Sheikh International,27.977222,34.395,SSH (Sharm el-Sheikh International)
KCC,Coffman Cove Sea Plane Base,56.0125,-132.83389,KCC (Coffman Cove Sea Plane Base)
SSJ,"Sandnessjøen Airport, Stokka",65.956944,12.468889,"SSJ (Sandnessjøen Airport, Stokka)"
KCG,Chignik Fisheries,56.310556,-158.37472,KCG (Chignik Fisheries)
BRA,Barreiras,-12.079167,-45.009444,BRA (Barreiras)
KCH,Kuching International,1.484167,110.343889,KCH (Kuching International)
KCK,Kirensk,57.772778,108.058611,KCK (Kirensk)
BRC,San Carlos de Bariloche,-41.151111,-71.157778,BRC (San Carlos de Bariloche)
SSR,Sara,-15.470833,168.1525,SSR (Sara)
BRE,Bremen,53.0475,8.786667,BRE (Bremen)
KCM,Kahramanmaraş,37.538889,36.953333,KCM (Kahramanmaraş)
